Descrição do Item,Categoria,Valor,Data
Formação em gestão de conflitos para colaboradores - blended 8 horas - Ref: S940,Formação e Desenvolvimento,1338.13€,05/02/2023
Consultoria em estratégia empresarial - contrato anual (NIF: 6657493379),Serviços de Consultoria,3550.31 €,2023-06-10
Serviço de auditoria interna pontual conforme SOX (Período: Dez/2024),Serviços de Auditoria,276.79€,2023-08-14
Manutenção preventiva anual de sistemas de climatização - Ref: Q389,Serviços de Manutenção,3411.02 €,28-04-2023
Licença anual de Primavera 2023 - Ref: O298,Licenciamento de Software,5975.58€,2023-09-20
Formação em competências digitais para colaboradores - presencial 24 horas - Fatura nº 1672/2024,Formação e Desenvolvimento,2613.34€,2023-06-22
Serviço de planeamento fiscal anual (NIF: 5112636437),Serviços de Contabilidade,2529.16 €,2023-10-28
Serviço de VoIP empresarial 500 Mbps - NOWO (Período: Dez/2024),Telecomunicações,3442.29 €,04/10/2023
Contratação de seguro de frota automóvel - cobertura premium (Allianz) - Cód. F6195,Seguros,9188.81€,28.03.2023
secretária em plástico cinza para escritório (Período: Jun/2024),Mobiliário e Equipamento de Escritório,5180.92 €,11-05-2023
armário de arquivo em plástico preto para escritório (Período: Out/2024),Mobiliário e Equipamento de Escritório,5646.87€,27.01.2023
Consultoria em transformação digital - pontual - Ref: P880,Serviços de Consultoria,8565.71 €,2023-12-15
Rato BenQ Advanced para uso profissional - Cód. X4864,Equipamentos Informáticos,5389.97€,19/06/2023
Consultoria em gestão de projetos - pontual (Período: Nov/2024),Serviços de Consultoria,4442.54 €,18/02/2023
Formação em cibersegurança para colaboradores - online 40 horas - Ref: Q426,Formação e Desenvolvimento,7010.60 €,06-09-2023
Despesa com combustível - internacional - Fatura nº 4726/2024,Despesas de Transporte e Logística,1232.57 €,06/01/2023
Fornecimento de energias renováveis para insralações - tarifa tri-horária (Galp) - Fatura nº 7790/2024,Energia e Utilidades,5324.70€,2023-02-02
Serviço de auditoria ambiental pontual conforme ISO 9001 - Ref: T953,Serviços de Auditoria,8829.40€,2023-03-24
mesa de reunião em couro sintético azul para escritório (NIF: 6251471507),Mobiliário e Equipamento de Escritório,9361.17 €,14/02/2023
Fornecimento de resma de papel A4 para escritório (NIF: 1688394071),Material de Escritório,325.21€,2023-02-05
Serviço jurídico de assessoria contratual - elaboração de contrato - Ref: F340,Serviços Jurídicos,9902.18€,10/05/2023
Despesa com combustível - internacional (NIF: 5266534631),Despesas de Transporte e Logística,1081.31€,08/10/2023
Serviço jurídico de propriedade intelectual - elaboração de procuração - Fatura nº 9535/2024,Serviços Jurídicos,7485.06€,2023-02-14
Contratação de seguro de saúde grupal - covertura premium (Tranquilidade) (Período: Mar/2024),Seguros,5683.91 €,02-07-2023
Serviço jurídico de recuperação de créditos - elaboração de acordo - Cód. W4088,Serviços Jurídicos,6371.48 €,2023-12-09
Despesa com serviços de courier - económico - Ref: T205,Despesas de Transporte e Logística,5833.45€,27/07/2023
Serviço de linha verde empresarial 100 Mbps - Vodafone (Período: Jul/2024),Telecomunicações,4517.89€,07-09-2023
Consultoria em compliance - contrato anual (NIF: 1720269926),Serviços de Consultoria,5403.49 €,09-09-2023
Formação em RGPD para colaboradores - blended 40 horas (NIF: 9785429433),Formação e Desenvolvimento,1747.52 €,23/09/2023
Fornecimento de conjunto de calendários para escritório - Fatura nº 9742/2024,Material de Escritório,2725.28€,09.05.2023
Serviço de VoIP empresarial 100 Mbps - MEO - Cód. U3641,Telecomunicações,3445.43 €,16-11-2023
Manutenção preditiva mensal de equipamentos de escritório - Fatuea nº 3611/2024,Serviços de Manutenção,2788.58€,2023-04-26
Conwultoria em inovação - pontual (Período: Abr/2024),Serviços de Consultoria,9604.05 €,09-06-2023
Serviço jurídico de recuperação de créditos - elaboração de contrato - Fatura nº 9448/2024,Serviços Jurídicos,6009.11€,19/03/2023
Formação em línguas estrangeiras para colaboradores - presencial 8 horas (Período: Mai/2024),Formação e Desenvolvimento,8249.59 €,26-12-2023
Serviço de auditoria operacional pontual conforme ISO 27001 - Ref: Y295,Serviços de Auditoria,4494.96€,04-12-2023
Serviço de apoio em auditorias fiscais mensal (NIF: 5324135234),Serviços de Contabilidade,7442.79 €,25-06-2023
Serviço de auditoria de sistemas anual conforme ISO 14001 - Cód. M6345,Serviços de Auditoria,454.11 €,2023-06-21
Tablet D-Link Basic para uso profissional (NIF: 9557800451),Equipamentos Informáticos,1843.59€,08/05/2023
Fornecimento de água para instalações - tarifa simples (Endesa) - Ref: A702,Energia e Utilidades,452.59€,13/11/2023
Contratação de seguro de frota automóvel - cobertura all-risk (Allianz) (NIF: 6371776286),Seguros,4028.52 €,07.08.2023
Serviço de auditoria de qualidade trimestral conforme ISO 9001 (Período: Mai/2024),Serviços de Auditoria,8774.84€,28.11.2023
Despesa com portagens - urbano (Período: Fev/2024),Despesas de Transporte e Logística,2873.53€,2023-12-09
Formação em gestão de equipas remotas para colaboradores - presencial 16 horas - Ref: Q767,Formação e Desenvolvimento,1395.79€,2023-08-24
Serviço jurídico de fusões e aquisições - elaboração de acordo (NID: 5554746146),Serviços Jurídicos,5250.20 €,01.10.2023
Serviço de produção de vídeo para Facebook - Cód. R2097,Serviços de Marketing,9781.08€,11/06/2023
Contratação de seguro de cibersegurança - cobertura standard (Tranquilidade) - Ref: I647,Seguros,3309.16€,2023-06-26
Webcam Acer Basic para uso profissional (Período: Jun/2024),Equipamentos Informáticos,5384.60 €,17/04/2023
Fornecimento de resma de tinteiros para escritório (Período: Dez/2024),Material de Escritório,5099.80€,05.01.2023
quadro brqnco em plástico preto para escritório (NIF: 9359975379),Mobiliário e Equipamento de Escritório,7086.28 €,05/08/2023
Fornecimento de energias renováveis para instalações - tarifa tri-horária (Endesa) (NIF: 9301970936),Energia e Utilidades,1427.44€,2023-01-15
Manutenção preventiva mensal de sistemas de segurança - Fatura nº 6618/2024,Serviços de Manutenção,5797.48 €,10/11/2023
Formação em RGPD para colaboradores - online 16 horad (Período: Jun/2024),Formação e Desenvolvimento,2377.39 €,19.04.2023
Fornecimento de energias renováveis para instalações - tarifa bi-horária (Iberdrola) (NIF: 2272254927),Energia e Utilidades,9010.10€,2023-07-20
Consultoria em gestão de projetos - contrato anual - Ref: L199,Serviços de Consultoria,3685.01€,19/12/2023
Fornecimento de gás natural para instalações - tarifa bi-horária (Goldenergy) (Período: Jul/2024),Energia e Utilidades,5826.89€,05/06/2023
armário de arquivo em metal azul para escritório - Fatura nº 3380/2024,Mobiliário e Equipamento de Escritório,6714.04€,02-06-2023
Serviço de organização de eventos para Facebook (Período: Fev/2024),Serviços de Marketing,5884.65€,2023-10-10
Consultoria em gestão - contrato anual - Cód. O7444,Serviços de Consultoria,8200.79€,10.06.2023
Consultoria em marketing digital - pontual - Ref: U821,Serviços de Consultoria,663.30 €,04.08.2023
Fornecimento de caixa de post-its para escritório (NIF: 9205519096),Material de Escritório,232.98 €,24-11-2023
Serviço de telefonia fixa empresarial 500 Mbps - Vodafone - Cód. I6438,Telecomunicações,1854.49€,24-11-2023
Serviço de relações públicas para Google Ads (NIF: 1860902969),Serviços de Marketing,4389.64 €,12/03/2023
Serviço jurídico de resolução de litígios - elaboração de contrato - Fatura nº 4240/2024,Serviços Jurídicos,5290.33€,07-11-2023
sofá para receção em couro sintético cinza para escritório (Período: Set/2024),Mobiliário e Equipamento de Escritório,7840.67€,2023-08-27
Fornecimento de conjunto de canetas para escritório (NIF: 5440885057),Material de Escritório,3247.65€,04/10/2023
Manutenção corretiva anual de equipamentos de escritório - Cód. L4403,Serviços de Manutenção,1606.00€,25/09/2023
Contratação de seguro de frota automóvel - cobertura standard (Ageas) (Período: Jan/2024),Seguros,9861.90 €,2023-06-14
Serviço jurídico de propriedade intelectual - elaboração de acordo (NIF: 2308278459),Serviços Jurídicos,650.87€,2023-06-13
Serviço de elaboração de relatórios financeiros mensal (Período: Nov/2024),Serviços de Contabilidade,3973.60 €,07/11/2023
Despesa com transporte de colaboradores - económico (NIF: 8617477279),Despesas de Transporte e Logística,4818.25 €,29/03/2023
Consultoria em transformação digital - pontual - Ref: Y560,Serviços de Consultoria,7556.16 €,2023-11-24
Licença cloud de SPSS Plus - Cód. C3896,Licenciamento de Software,5287.36€,18/12/2023
Licença anual de Salesforce Enterprise - Ref: Y276,Licenciamento de Software,9779.14 €,10/04/2023
Consultoria em marketing digital - projeto de 3 meses - Ref: U420,Serviços de Consultoria,4370.60 €,16/10/2023
Licença por dispositivo de Primavera Pro - Cód. J6278,Licenciamento de Software,1300.02 €,09/12/2023
Serviço de preparação de IES anual - Fatura nº 3694/2024,Serviços de Contabilidade,7181.87€,2023-06-24
Serviço de plano de dados móveis empresarial 100 Mbps - NOWO (Período: Jan/2024),Telecomunicações,2595.35€,11.09.2023
projetor em madeira cinza para escritório - Cód. C1736,Mobiliário e Equipamento de Escritório,6174.27 €,09/08/2023
Fornecimento de conjunto de furadores para escritório - Fatura nº 3176/2024,Material de Escritório,1625.36€,15.06.2023
Serviço de branding para TikTok - Cód. H2275,Serviços de Marketing,1979.78 €,20/03/2023
Serviço jurídico de contencioso fiscal - elaboração de procuração - Ref: D946,Serviços Jurídicos,2918.63 €,09.02.2023
Serviço de auditoria de conformidade semestral conforme SOX (NIF: 2890687020),Serviços de Auditoria,1333.41 €,2023-02-18
Formação em gestão de equipas remotas para colaboradores - blended 24 horas - Cód. F1342,Formação e Desenvolvimento,9726.21 €,29.06.2023
Serviço de campanha publicitária para LinkedIn - Ref: S516,Serviços de Marketing,1013.59€,2023-01-25
Fornecimento de água para instalações - tarifa bi-horária (Galp) (Período: Fev/2024),Energia e Utilidades,1615.95€,2023-09-08
Formação em segurança no trabalho para colaboradores - presencial 8 horas (NIF: 8400708929),Formação e Desenvolvimento,4884.76 €,05/05/2023
Serviço de preparação de IES trimestral (NIF: 5338647405),Serviços de Contabilidade,9837.79 €,05.06.2023
Manutenção preditiva semestral de rede informática (NIF: 6575606038),Serviços de Manutenção,6560.26€,2023-06-23
Serviço de relações públicas para LinkedIn (NIF: 6554142532),Serviços de Marketing,1496.72€,07/08/2023
Serviço de centralita virtual empresarial 500 Mbps - NOWO - Fatura nº 6226/2024,Telecomunicações,9642.47 €,20/07/2023
cofre em metal branco para escritório - Fatura nº 6622/2024,Mobiliário e Equipamento de Escritório,5327.46€,26.11.2023
Contratação de seguro de frota automóvel - cobertura all-risk (Tranquilidade) (Período: Abr/2024),Seguros,3715.50€,08/03/2023
Serviço de email marketing para Google Ads (NIF: 1251608410),Serviços de Marketing,5040.96 €,27-07-2023
Licença por utilizador de Primavera 2023 - Fatura nº 1667/2024,Licenciamento de Software,9988.72€,29-12-2023
Serviço jurídico de fusões e aquisições - elaboração de acordo - Cód. N5765,Serviços Jurídicos,5572.58€,26/06/2023
Fornecimento de caixa de pastas de arquivo para escritório (NIF: 9191137294),Material de Escritório,3369.56€,2023-12-03
Licença enterprise de PHC Plus (Período: Mar/2024),Licenciamento de Software,1314.48€,09.07.2023
Serviço de produção de vídeo para Facebook - Cód. I2854,Serviços de Marketing,1382.64 €,06.08.2023
Portátil D-Link Turbo para uso profissional - Cód. J7048,Equipamentos Informáticos,7690.21€,15.10.2023
Fornecimento de energias renováveis para instalações - tarifa tri-horária (EDP) - Ref: V752,Energia e Utilidades,257.93 €,23.12.2023
Serviço de auditoria financeira trimestral conforme ISO 9001 - Ref: Y745,Serviços de Auditoria,1652.86€,25-05-2023
Serviço de gestão de redes sociais para Instagram (Período: Fev/2024),Serviços de Marketing,9143.97 €,2023-03-17
Serviço de auditoria de segurança da informação anual conforme SOX - Ref: G127,Serviços de Auditoria,9644.27€,08/11/2023
Serviço de preparação de demonstrações financeiras trimestral (Período: Set/2024),Serviços de Contabilidade,5258.89€,2023-11-05
Servkço de elaboração de relatórios financeiros anual - Cód. R5304,Serviços de Contabilidade,4103.43 €,29-07-2023
Formação em línguas estrangeiras para colaboradores - presencial 8 horas (NIF: 6723172408),Formação e Desenvolvimento,9947.15€,04-12-2023
Serviço jurídico de propriedade intelectual - elaboração de procuração - Fatura nº 4302/2024,Serviços Jurídicos,2428.94 €,13-08-2023
Fornecimento de resma de marcadores para escritório - Fatura nº 1436/2024,Material de Escritório,1682.08 €,06-09-2023
Contratação de seguro de responsabilidade civil - cobertura premium (Allianz) (NIF: 1667660537),Seguros,5959.66 €,16-09-2023
Serviço de preparação de IES mensal (Período: Nov/2024),Serviços de Contabilidade,6338.91 €,23-12-2023
Serviço jurídico de contencioso fiscal - elaboração de parecer - Fatura nº 4437/2024,Serviços Jurídicos,7033.01 €,22-09-2023
Formação em competências digitais para colaboradores - presencial 8 horas (Período: Jul/2024),Formação e Desenvolvimento,1021.78€,05-04-2023
Despesa com transporte de mercadorias - nacional - Cód. K7766,Despesas de Transporte e Logística,1394.29€,06.07.2023
Serviço de auditoria de sistemas semestral conforme ISO 14001 (Período: Ago/2024),Serviços de Auditoria,8463.26€,2023-06-10
Manutenção preventiva anual de equipamentos de escritório (NIF: 2704991558),Serviços de Manutenção,7745.82 €,2023-07-02
Serviço jurídico de assessoria contratual - elaboração de procuração - Fatura nº 2383/2024,Serviços Jurídicos,3726.36€,29/05/2023
Serviço jurídico de proteção de dados - elaboração de procuração (Período: Ago/2024),Serviços Jurídicos,9454.23€,2023-05-02
Serviço de SEO para Facebook - Cód. Y9353,Serviços de Marketing,7238.38 €,01-01-2023
Consultoria em inovação - contrato anual (NIF: 5193943367),Serviços de Consultoria,7968.10€,08-03-2023
Formação em línguas estrangeiras para colaboradores - online 16 horas - Ref: E655,Formação e Desenvolvimento,1585.31 €,07/12/2023
Manutenção preventiva semestral de veículos da empresa (Período: Ago/2024),Serviços de Manutenção,1651.88 €,05.08.2023
Serviço de auditoria interna semestral conforme ISO 27001 (NIF: 8311221600),Serviços de Auditoria,1878.98€,18-11-2023
Serviço de telefonia fixa empresarial 500 Mbps - NOS (NIF: 6135906428),Telecomunicações,106.83 €,20.03.2023
Formação em segurança no trabalho para colaboradores - blended 24 horas - Ref: J708,Formação e Desenvolvimento,6258.95 €,04.07.2023
Formação em RGPD para colaboradores - blended 24 horas - Fatjra nº 4592/2024,Formação e Desenvolvimento,4161.36 €,22/12/2023
Formação em segurança no trabalho para colaboradores - presencial 8 horas - Fatura nº 2550/2024,Formação e Desenvolvimento,9491.86 €,22/10/2023
Fornecimento de energias renováveis para instalações - tarifa tri-horária (Endesa) (Período: Jan/2024),Energia e Utilidades,289.83 €,22-09-2023
Serviço de reconciliação bancária mensal - Ref: P862,Serviços de Contabilidade,6193.28€,31.03.2023
Manutenção corretiva mensal de sistemas de segurança (NIF: 9468990278),Serviços de Manutenção,1532.53€,28.06.2023
Serviço de VoIP empresarial 200 Mbps - MEO (Período: Jul/2024),Telecomunicações,9850.38€,30.06.2023
Serviço de preparação de IES mensal (Período: Abr/2024),Serviços de Contabilidade,4630.00 €,2023-02-03
Scanner TP-Link Pro para uso profissional - Ref: D124,Equipamentos Informáticos,6684.58 €,2023-06-24
Fornecimento de energias renováveis para instalações - tarifa tri-horária (Endesa) - Fatura nº 9109/2024,Energia e Utilidades,5190.20€,28-04-2023
Consultoria em internacionalização - contrato anual (NIF: 5507190953),Serviços de Consultoria,3473.66€,25.01.2023
Contratação de seguro de acidentes de trabalho - cobertura all-risk (Fidelidade) - Ref: U145,Seguros,833.43 €,24.11.2023
Contratação de seguro multirriscos - cobergura básica (Fidelidade) - Cód. A2774,Seguros,6053.42€,11-09-2023
estante em madeira preto para escritório - Cód. C4749,Mobiliário e Equipamento de Escritório,7090.91€,2023-01-18
Despesa com serviços de courier - internacional - Fatura nº 1612/2024,Despesas de Transporte e Logística,1293.35 €,25-05-2023
secretária em madeira branco para escritório (NIF: 2968073839),Mobiliário e Equipamento de Escritório,4964.76 €,30/01/2023
Formação em gestão de tempo para colaboradores - blended 40 horas - Cód. D5155,Formação e Desenvolvimento,4755.25€,25.10.2023
Router Wi-Fi Dell Ultra para uso profissional (NIF: 5847337790),Equipamentos Informáticos,2474.50€,14-09-2023
Serviço de telefonia fixa empresarial 100 Mbps - MEO (Período: Abr/2024),Telecomunicações,1449.73€,26-03-2023
Fornecimento de gás natural para instalações - tarifa tri-horária (Iberdrola) (NIF: 2365438689),Energia e Utilidades,3074.97 €,28.02.2023
Despesa com transporte de colaboradores - económico (Período: Jul/2024),Despesas de Transporte e Logística,1276.43€,20/03/2023
Despesa com portagens - económico - Ref: K198,Despesas de Transporte e Logística,1253.78€,16-02-2023
Manutenção corretiva trimestral de equipamentos de escritório - Fatura nº 2432/2024,Serviços de Manutenção,1574.29 €,11.10.2023
Despesa com portagens - expresso (NIF: 1840070537),Despesas de Transporte e Logística,6223.84€,31.12.2023
estante em couro sintético cinza para dscritório - Fatura nº 6236/2024,Mobiliário e Equipamento de Escritório,3628.37 €,17/02/2023
armátio de arquivo em plástico branco para escritório (NIF: 5809660134),Mobiliário e Equipamento de Escritório,1555.72€,2023-12-23
Despesa com manutenção de frota - urbano - Cód. E1796,Despesas de Transporte e Logística,3226.26€,2023-01-13
Fornecimento de resma de pastas de arquivo para escritório (NIF: 6113472018),Material de Escritório,7235.79 €,16/10/2023
Serviço de reconciliação bancária trimestral (NIF: 1686498944),Serviços de Contabilidade,822.15 €,04-02-2023
Formação em RGPD para colaboradores - blended 8 horqs - Fatura nº 4064/2024,Formação e Desenvolvimento,8898.97€,02-10-2023
Fornecimento de gás natural para instalações - tarifa tri-horária (Goldenergy) (NIF: 1198082143),Energia e Utilidades,4557.61 €,27.09.2023
Fornecimento de resma de papel A4 para escritório - Fatura nº 5562/2024,Material de Escritório,2265.10€,10.04.2023
Licença cloud de SAP 2023 (Período: Jan/2024),Licenciamento de Software,1410.33 €,11.06.2023
Contratação de seguro de crédito - cobertura premium (Tranquilidade) - Fatura nº 9974/2024,Seguros,5699.34€,22-12-2023
Serviço de auditoria interna trimestral conforme ISO 9001 - Ref: W889,Serviços de Auditoria,7126.46€,2023-10-25
Fornecimento de caixa de clips para escritório - Ref: I475,Material de Escritório,1680.83 €,12.10.2023
Despesa com manutenção de frota - económico - Cód. M4908,Despesas de Transporte e Logística,8056.26€,14.04.2023
Despesa com transporte de colaboradores - internacional (NIF: 1343488497),Despesas de Transporte e Logística,8302.72€,17-01-2023
Serviço de preparação de IES anual - Cód. J3717,Serviços de Contabilidade,1195.86 €,21.04.2023
Serviço de auditoria forense anual conforme ISO 14001 - Ref: C953,Serviços de Auditoria,3951.94 €,06/01/2023
Serviço de internet de fibra ótica empresarial 100 Mbps - NOWO - Ref: A901,Telecomunicações,6880.47 €,14-12-2023
Despesa com combustível - expresso - Fatura nº 6678/2024,Despesas de Transporte e Logística,3063.02€,13-07-2023
Tablet LG Pro para uso profissional (Período: Jan/2024),Equipamentos Informáticos,4466.28€,2023-09-21
Serviço jurídico de assessoria contratual - elaboração de acordo - Fatura nº 9897/2024,Serviços Jurídicos,7101.31 €,27/12/2023
Computador HP Pro para uso profissional - Fatura nº 2882/2024,Equipamentos Informáticos,1896.37€,24-08-2023
Serviço de campanha publicitária para Facebook (Período: Jul/2024),Serviços de Marketing,2698.22 €,2023-12-03
Consultoria em gestão - projeto de 3 meses - Fatura nº 8239/2024,Serviços de Consultoria,9266.03 €,23-09-2023
Contratação de seguro de cibersegurança - cobertura básica (Allianz) (Período: Jun/2024),Seguros,5367.73 €,23/07/2023
Licença poe dispositivo de PHC 2023 - Cód. W7478,Licenciamento de Software,5402.05€,2023-11-06
Contratação de seguro de responsabilidade civil - cobertura all-risk (Ageas) (Período: Out/2024),Seguros,5475.12€,29/04/2023
Licença perpétua de Primavera Plus (NIF: 1554088978),Licenciamento de Software,8213.90€,27-06-2023
Fornecimento de pacote de furadores para escritório - Ref: U258,Material de Escritório,6362.08€,29.10.2023
estante em madeira azul para escritório - Ref: N399,Mobiliário e Equipamento de Escritório,4045.22€,2023-04-29
Consultoria em inovação - pontual (Período: Jun/2024),Serviços de Consultoria,7194.63 €,28.09.2023
Serviço de auditoria de conformidade trimestral conforme RGPD (Período: Mai/2024),Serviços de Auditoria,2845.38 €,2023-03-28
Consultoria em sustentabilidade - projeto de 3 meses - Cód. N9157,Serviços de Consultoria,6598.39 €,09.04.2023
Despesa com aluguer de veículos - nacional (NIF: 5208093045),Despesas de Transporte e Logística,3339.59 €,2023-06-13
Fornecimento de pacote de post-its para escritório (NIF: 2334751672),Material de Escritório,6235.03€,24.11.2023
Consultoria em estratégia empresarial - contrato anual - Ref: Q375,Serviços de Consultoria,6425.41 €,2023-07-20
cofre em couro sintético cinza para escritório - Fatura nº 6781/2024,Mobiliário e Equipamento de Escritório,4606.87 €,10/08/2023
Serviço de planeamento fiscal trimestral - Ref: Y234,Serviços de Contabilidade,1563.29 €,18.12.2023
Licença enterprise de Mivrosoft Office Pro - Fatura nº 5014/2024,Licenciamento de Software,5033.77 €,24-07-2023
Serviço de produção de vídeo para Google Ads - Fatura nº 4736/2024,Serviços de Marketing,6648.19 €,26.04.2023
Webcam Apple Elite para uso profissional (NIF: 8714797946),Equipamentos Informáticos,3348.59 €,19.12.2023
Licença por dixpositivo de SAP 2023 - Cód. B6176,Licenciamento de Software,6113.80 €,26/03/2023
Licença anual de AutoCAD Pro - Cód. K9514,Licenciamento de Software,408.61 €,30-04-2023
Contratação de seguro de saúde grupal - cobertura all-risk (Fidelidade) - Cód. X1612,Seguros,8333.00€,03-03-2023
Contratação de seguro de saúde grupal - cobertura básica (Ageas) - Fatura nº 4290/2024,Seguros,5052.46 €,2023-09-10
Despesa com transporte de mercadorias - urbano - Ref: U674,Despesas de Transporte e Logística,3265.32€,06/03/2023
Fornecimento de água para instalações - tarifa bi-horária (EDP) (NIF: 2771712674),Energia e Utilidades,1556.39€,26-04-2023
Router Wi-Fi Asus Basic para uso profissional - Fatura nº 3699/2024,Equipamentos Informáticos,7413.81€,2023-05-19
Contratação de seguro de frota automóvel - cobertura all-risk (Tranquilidade) - Cód. U4547,Seguros,4072.60€,01/01/2023
Formação em Excel avançado para colaboradores - blended 16 horas (NIF: 6295919883),Formação e Desenvolvimento,7450.57 €,18/12/2023
Manutenção preditiva mensal de sistemas elétricos (Período: Dez/2024),Serviços de Manutenção,9910.14€,07.03.2023
Fornecimento de resma de agendas para escritório (Período: Mar/2024),Material de Escritório,5719.27€,25-12-2023
Serviço de centralita virtual empresarial 1 Gbps - MEO - Ref: X141,Telecomunicações,3356.59 €,18.09.2023
Serviço de consultoria fiscal trimestral (NIF: 5675108476),Serviços de Contabilidade,123.77 €,16-06-2023
Formação em liderança para colaboradores - online 16 horas - Fatura nº 7763/2024,Formação e Desenvolvimento,7198.06 €,25.11.2023
Serviço de organização de eventos para Facebook - Ref: B467,Serviços de Marketing,6342.57€,02-11-2023
Serviço de preparação de demonstrações financeiras trimestral (Período: Jul/2024),Serviços de Contabilidade,5900.77 €,21.08.2023
Contratação de seguro de crédito - cobertura all-risk (Allianz) - Fatura nº 8299/2024,Seguros,5592.42€,17.06.2023
Manutenção preventiva trimestral de sistemas elétricos - Ref: Y801,Serviços de Manutenção,1720.40€,2023-09-12
Serviço de preparação de demonstrações financeiras anual - Ref: E622,Serviços de Contabilidade,7723.50 €,23/10/2023
Serviço jurídico de propriedade intelectual - elaboração de procuração - Ref: B331,Serviços Jurídicos,5470.89 €,04-02-2023
Consultoria em transformação digital - contrato anual (NIF: 9705936486),Serviços de Consultoria,7353.62€,09/06/2023
Serviço de auditoria forense semestral conforme RGPD - Fatura nº 4057/2024,Serviços de Auditoria,1610.57 €,2023-01-25
Manutenção preditiva mensal de sistemas de climatização - Fatura nº 6854/2024,Serviços de Manutenção,1977.38€,2023-07-07
Portátil Asus Slim para uso profissional - Ref: C282,Equipamentos Informáticos,5556.19€,29-04-2023
Serviço de preparação de demonstrações financeiras mensal (NIF: 8446759965),Serviços de Contabilidade,2744.49 €,09/05/2023
Despesa com aluguer de veículos - internacional (Período: Set/2024),Despesas de Transporte e Logística,9427.73€,07.07.2023
Fornecimento de eletricidade para instalações - tarifa tri-horária (Galp) - Ref: H488,Energia e Utilidades,3322.14 €,29.12.2023
Serviço jurídico de recuperação de créditos - elaboração de parecer - Fatura nº 8262/2024,Serviços Jurídicos,1616.00€,22-05-2023
Serviço de telefonia fixa empresarial 500 Mbps - Vodafone - Fatura nº 5677/2024,Telecomunicações,2160.10€,17-06-2023
Despesa com serviços de courier - expresso - Cód. V1079,Despesas de Transporte e Logística,9588.17 €,17-02-2023
Serviço de auditoria de sistemas trimestral conforme ISO 9001 (NIF: 2413454345),Serviços de Auditoria,898.80 €,01-02-2023
Fornecimento de conjunto de pastas de arquivo para escritório (Período: Abr/2024),Material de Escritório,3897.16 €,05-04-2023
Contratação de seguro de cibersegurança - cobertura básica (Allianz) (NIF: 8486148634),Seguros,1404.59 €,04-12-2023
Serviço de SEO para Instagram (Período: Mar/2024),Serviços de Marketing,4603.77 €,13-12-2023
Serviço de auditoria interna pontual conforme RGPD - Cód. Q5849,Serviços de Auditoria,7715.92 €,2023-05-11
Serviço de apoio em auditorias fiscais trimestral - Cód. J2057,Serviços de Contabilidade,4650.31€,17.10.2023
Serviço de plano de dados móveis empresarial 1 Gbps - MEO (Período: Set/2024),Telecomunicações,4452.30 €,08/07/2023
Serviço jurídico de contenfioso fiscal - elaboração de acordo - Ref: N573,Serviços Jurídicos,892.72€,14-08-2023
Fornecimento de água para instalações - tarifa bi-horária (Endesa) - Ref: U644,Energia e Utilidades,5579.19€,02/03/2023
Manutenção preditiva mensal de elevadores (Período: Fev/2024),Serviços de Manutenção,8268.77 €,2023-04-18
Fornecimento de energias renováveis para instalações - tarifa bi-horária (Iberdrola) - Cód. T5948,Energia e Utilidades,9968.69 €,29.05.2023
Licença enterprise de Salesforce Plus - Fatura nº 5849/2024,Licenciamento de Software,2622.19€,21-06-2023
Contratação de swguro de cibersegurança - cobertura standard (Allianz) - Cód. J1242,Seguros,1152.50 €,10-09-2023
Manutenção preditiva mensal de sistemas de climatização - Fatura nº 5978/2024,Serviços de Manutenção,2191.64 €,01-06-2023
Fornecimento de conjunto de post-its para escritório (NIF: 8841300740),Material de Escritório,9155.69 €,11.05.2023
Teclado Samsung Pro para uso profissional - Fatura nº 5010/2024,Equipamentos Informáticos,1409.03€,2023-02-02
Serviço de reconciliação bancária anual - Cód. R7395,Serviços de Contabilidade,160.66 €,12.04.2023
Serviço jurídico de assessoria contratual - elaboração de acordo - Ref: A657,Serviços Jurídicos,730.86 €,06.01.2023
armário de arquivo em vidro cinza para escritório - Cód. K4554,Mobiliário e Equipamento de Escritório,360.76€,09-09-2023
Serviço de centralita virtual empresarial 500 Mbps - Vodafone - Ref: B258,Telecomunicações,5060.05€,15-04-2023
Contratação de seguro de frota automóvel - cobertura básica (Fidelidade) - Cód. N9577,Seguros,850.78 €,20/05/2023
Serviço de auditoria de segurança da informação pontual conforme SOX (Período: Out/2024),Serviços de Auditoria,8190.18 €,27/05/2023
Fornecimento de gás natural para instalações - tarifa simples (Iberdrola) - Cód. K6229,Energia e Utilidades,101.04 €,15-04-2023
Serviço de preparação de demonstrações financeiras anual - Ref: X286,Serviços de Contabilidade,9441.84€,12-06-2023
Formação em cibersegurança para colaboradores - blended 8 horas - Cód. B4555,Formação e Desenvolvimento,8298.70€,06/10/2023
Serviço de apoio em auditorias fiscais trimestral - Fatura nº 1232/2024,Serviços de Contabilidade,8004.37 €,02.01.2023
Serviço de design gráfico para YouTube - Fatura nº 5895/2024,Serviços de Marketing,9113.36 €,28/06/2023
Fornecimento de gás natural para instalações - tarifa simples (Endesa) - Fatura nº 3394/2024,Energia e Utilidades,1845.87 €,02-04-2023
Serviço jurídico de assessoria contratual - elaboração de procuração (Período: Jul/2024),Serviços Jurídicos,2680.83€,2023-12-03
